team_one_win,duration,type,team_one_barons,team_two_barons,team_one_dragons,team_two_dragons,team_one_rift_heralds,team_two_rift_heralds,team_one_first_baron,team_one_first_blood,team_one_first_dragon,team_one_first_inhibitor,team_one_first_rift_herald,team_one_first_tower,team_one_assists,team_two_assists,team_one_level,team_two_level,team_one_kills,team_two_kills,team_one_obj_damage,team_two_obj_damage,team_one_deaths,team_two_deaths,team_one_gold,team_two_gold,team_one_double_kills,team_two_double_kills,team_one_damage,team_two_damage,team_one_enemy_monsters_killed,team_two_enemy_monsters_killed,team_one_cc_time,team_two_cc_time,team_one_healing,team_two_healing,team_one_champ_damage,team_two_champ_damage,team_one_cs,team_two_cs,team_one_vision_score,team_two_vision_score,team_one_top_avg_cs_diff,team_one_jungle_avg_cs_diff,team_one_mid_avg_cs_diff,team_one_bot_avg_cs_diff,team_one_top_avg_dmg_taken_diff,team_one_jungle_avg_dmg_taken_diff,team_one_mid_avg_dmg_taken_diff,team_one_bot_avg_dmg_taken_diff,team_one_top_avg_xp_diff,team_one_jungle_avg_xp_diff,team_one_mid_avg_xp_diff,team_one_bot_avg_xp_diff,team_one_top_champ,team_one_jungle_champ,team_one_mid_champ,team_one_bot_champ,team_one_top_champ_diff,team_one_jungle_champ_diff,team_one_mid_champ_diff,team_one_bot_champ_diff,team_one_top_champ_type,team_one_jungle_champ_type,team_one_mid_champ_type,team_one_bot_champ_type,team_two_top_champ,team_two_jungle_champ,team_two_mid_champ,team_two_bot_champ,team_two_top_champ_diff,team_two_jungle_champ_diff,team_two_mid_champ_diff,team_two_bot_champ_diff,team_two_top_champ_type,team_two_jungle_champ_type,team_two_mid_champ_type,team_two_bot_champ_type
1,1310,CLASSIC,0,0,2,0,1,0,0,1,1,0,1,1,21,11,61,54,20,9,35260,13181,9,21,39570,30810,1,2,426007,257875,26,0,91,45,16392,10741,42093,30564,406,423,85,65,0.0,0.0,2.1,-0.8500000000000001,0.0,0.0,-39.1,-143.99999999999997,0.0,0.0,141.64999999999995,-5.300000000000012,,Lillia,Yone,Ashe,0,8,8,4,,Fighter,Assassin,Marksman,Kayle,Shaco,Karma,Xayah,7,9,5,5,Fighter,Assassin,Mage,Marksman
1,1239,CLASSIC,0,0,2,0,0,1,0,1,1,0,0,1,28,9,61,55,27,14,21337,14687,14,29,39657,30947,4,0,368246,295511,6,4,111,92,18683,15770,49806,34404,401,363,84,58,1.15,0.2,-2.3,2.95,-113.6,111.85,-246.85,-332.4,187.1,100.34999999999998,-120.3,168.8,Aatrox,Nocturne,Ziggs,Kaisa,4,4,4,6,Fighter,Assassin,Mage,Marksman,Singed,Rengar,Sylas,Rakan,5,8,5,5,Tank,Assassin,Mage,Support
0,1477,CLASSIC,0,0,2,0,0,0,0,1,1,0,0,1,14,23,62,67,14,24,21892,8026,24,14,41714,41130,2,3,421060,366073,2,8,49,70,18499,30732,56886,53727,550,398,84,74,1.4,-0.4,5.2,0.6500000000000004,-99.9,-118.34999999999994,83.99999999999997,4.150000000000034,-46.8,-226.6,120.75,-60.600000000000016,Jayce,Viego,Heimerdinger,Leona,7,5,8,4,Fighter,Assassin,Mage,Tank,Fiora,Ekko,Malzahar,Pyke,3,8,6,7,Fighter,Assassin,Mage,Support
1,1540,CLASSIC,1,0,3,1,1,0,1,0,0,1,1,1,49,20,69,64,31,17,73319,13533,17,31,52623,44788,4,1,502761,431240,17,2,204,66,43306,25873,71831,60238,517,578,114,100,-0.4500000000000002,-0.55,0.0,0.0,99.15000000000002,-20.25,0.0,0.0,110.54999999999998,5.5,0.0,0.0,Fiora,Nocturne,Ekko,Alistar,3,4,8,7,Fighter,Assassin,Assassin,Tank,Kaisa,Udyr,Kennen,Pyke,6,7,4,7,Marksman,Fighter,Mage,Support
1,1098,CLASSIC,0,0,1,0,0,1,0,0,1,0,0,0,39,17,57,49,30,17,20952,14530,17,30,41252,31698,2,0,326179,250904,6,0,61,102,18125,14240,47393,40635,386,354,95,56,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
1,1734,CLASSIC,1,0,2,1,1,1,1,0,1,1,0,0,37,27,70,67,21,13,57680,22025,13,21,52671,46093,3,3,566458,470162,30,0,115,50,52060,25351,72962,51336,610,611,151,124,1.2500000000000002,-0.5,1.5999999999999996,-2.25,-124.7,26.95000000000005,18.200000000000006,-176.09999999999997,45.70000000000003,-73.0,62.24999999999999,-21.799999999999965,Vladimir,Nunu,Lucian,Morgana,7,4,6,1,Mage,Tank,Marksman,Mage,Darius,DrMundo,Viktor,Kaisa,2,5,9,6,Fighter,Fighter,Mage,Marksman
0,1579,CLASSIC,0,1,0,4,2,0,0,1,0,0,1,0,18,50,63,72,17,41,16891,75261,41,17,41118,57797,0,6,356770,530662,0,37,104,124,23364,42409,61306,83863,445,511,114,128,-1.1,-0.8999999999999999,-1.6,0.2999999999999998,138.90000000000003,-32.30000000000001,113.05,135.74999999999991,-9.599999999999987,-181.2,-113.95,-154.04999999999995,Fiora,LeeSin,Ekko,Jhin,3,6,8,6,Fighter,Fighter,Assassin,Marksman,Camille,Viego,Ahri,Blitzcrank,4,5,5,4,Fighter,Assassin,Mage,Tank
1,2195,CLASSIC,1,1,2,3,0,2,1,0,1,0,0,0,66,68,81,82,43,51,44853,92225,51,43,67962,74904,4,2,654014,844770,27,41,294,218,57554,62101,147149,152650,589,599,181,177,0.6749999999999997,0.2,0.0,0.0,508.65,-221.90000000000003,0.0,0.0,-7.950000000000018,-30.325000000000014,0.0,0.0,Darius,Elise,Nautilus,,2,9,6,0,Fighter,Mage,Tank,,Viego,Ekko,Yasuo,Xayah,5,8,10,5,Assassin,Assassin,Fighter,Marksman
1,1429,CLASSIC,0,0,2,2,0,1,0,1,0,1,0,1,42,18,66,61,29,17,42074,25284,17,29,48809,39967,5,0,470048,347734,24,0,136,88,38851,21000,69247,53887,468,490,108,110,-0.7999999999999998,-0.75,0.7000000000000004,0.7,110.20000000000002,57.95000000000002,-248.4,-46.25000000000003,-20.600000000000012,94.4,49.25000000000002,143.45,Urgot,Fiddlesticks,Ahri,Jinx,8,9,5,6,Fighter,Mage,Mage,Marksman,Lulu,Viego,Sylas,MissFortune,5,5,5,1,Support,Assassin,Mage,Marksman
0,1678,CLASSIC,0,1,0,4,0,1,0,0,0,0,0,0,18,37,65,72,16,25,13634,96971,26,16,45907,56034,0,2,482837,674640,0,32,114,81,24588,30160,44077,69885,561,583,126,119,0.0,-0.45,0.0,-2.4499999999999997,0.0,149.99999999999997,0.0,220.5,0.0,-88.24999999999999,0.0,-80.10000000000002,Teemo,Udyr,Ekko,Pyke,6,7,8,7,Marksman,Fighter,Assassin,Support,,Graves,Yasuo,Ziggs,0,3,10,4,,Marksman,Fighter,Mage
1,1644,CLASSIC,1,0,3,1,0,0,1,0,0,1,0,0,48,18,72,64,31,19,71509,8696,19,31,55265,45403,5,0,560352,465600,19,0,91,89,46456,26998,74970,62683,506,584,129,100,0.0,0.0,1.15,-0.6000000000000005,0.0,0.0,145.89999999999995,-412.65,0.0,0.0,51.55,75.20000000000002,,Ekko,Sylas,Tristana,0,8,5,4,,Assassin,Mage,Marksman,Irelia,Sejuani,Yone,Rell,5,4,8,0,Fighter,Tank,Assassin,Tank
0,969,CLASSIC,0,0,0,2,0,1,0,0,0,0,0,0,2,16,46,50,6,15,6631,25060,15,6,25388,29795,0,2,241346,254592,4,4,48,26,11005,17373,25120,24091,372,346,61,73,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
1,1735,CLASSIC,1,0,3,1,0,1,1,0,0,0,0,0,57,37,74,65,36,20,47826,30930,20,36,60238,49586,5,2,509989,464256,13,1,163,134,34262,23689,98177,73218,485,560,153,138,0.05000000000000005,-0.0500000000000001,0.0,0.0,2.799999999999997,26.25000000000001,0.0,0.0,45.94999999999999,60.149999999999984,0.0,0.0,Sion,Fiddlesticks,MissFortune,,5,9,1,0,Tank,Mage,Marksman,,Gnar,Olaf,Ahri,Leona,8,3,5,4,Fighter,Fighter,Mage,Tank
1,1608,CLASSIC,0,0,1,3,0,0,0,0,0,1,0,1,43,43,67,66,28,28,31264,33551,28,28,50680,48255,3,2,455168,439180,19,18,116,145,22954,36874,78585,76054,549,463,114,115,2.3,0.15000000000000005,-0.9500000000000002,2.4000000000000004,-117.55000000000004,-304.65,-189.75,95.64999999999992,-27.749999999999986,-19.700000000000006,-32.55000000000001,127.80000000000004,Gnar,Elise,Fizz,Rell,8,9,6,0,Fighter,Mage,Assassin,Tank,Darius,Fiddlesticks,Pantheon,Aphelios,2,9,4,10,Fighter,Mage,Fighter,Marksman
1,1683,CLASSIC,1,0,3,1,0,1,1,1,1,0,0,0,54,39,74,68,35,35,50466,43276,35,35,57564,60149,4,6,513824,637244,4,24,91,230,37821,30113,91787,106770,553,570,105,137,0.0,1.0499999999999998,0.0,0.0,0.0,131.6,0.0,0.0,0.0,-108.04999999999998,0.0,0.0,Yorick,Kayn,Yasuo,Twitch,6,8,10,6,Fighter,Fighter,Fighter,Marksman,Ryze,Nocturne,,MissFortune,7,4,0,1,Mage,Assassin,,Marksman
0,1571,CLASSIC,0,1,0,3,1,0,0,0,0,0,1,1,21,41,65,71,22,34,27726,55875,34,23,44818,53113,2,1,493649,473789,0,4,62,81,24496,34383,65708,70340,513,502,101,123,-1.3,1.4500000000000002,0.5499999999999998,-0.3999999999999999,137.45000000000005,31.39999999999999,59.80000000000002,-11.050000000000026,-60.49999999999997,40.700000000000024,35.450000000000024,-5.799999999999982,Illaoi,MasterYi,Zed,Morgana,4,4,7,1,Fighter,Assassin,Assassin,Mage,Gnar,Khazix,Ahri,Jhin,8,6,5,6,Fighter,Assassin,Mage,Marksman
1,1340,CLASSIC,0,0,3,0,1,0,0,1,1,0,1,1,33,18,64,58,35,19,40277,12943,19,35,47526,39334,2,1,422142,326274,8,7,86,61,18541,14368,57324,44938,480,477,120,69,-1.0499999999999998,0.04999999999999993,0.6000000000000001,0.2999999999999998,-130.15000000000003,95.40000000000003,120.2,-381.6,-80.49999999999997,151.40000000000003,167.80000000000004,73.80000000000003,Gnar,Sylas,Katarina,Xerath,8,5,8,8,Fighter,Mage,Assassin,Mage,Pantheon,Kindred,Viktor,Kaisa,4,4,9,6,Fighter,Marksman,Mage,Marksman
1,2031,CLASSIC,1,1,3,2,2,0,0,0,1,1,1,0,68,58,82,79,40,38,79523,54095,38,40,66835,62910,3,4,731139,658657,15,22,184,136,38906,52039,134462,121002,605,571,139,162,-0.5333333333333333,-1.0666666666666669,2.533333333333333,-0.3000000000000005,61.29999999999999,-35.166666666666664,-6.199999999999979,-236.96666666666667,52.46666666666664,16.633333333333347,22.533333333333346,-78.8,Ornn,Rengar,Malzahar,Seraphine,5,8,6,0,Tank,Assassin,Mage,Mage,Gnar,Kayn,Orianna,Janna,8,8,7,7,Fighter,Fighter,Mage,Support
0,1590,CLASSIC,0,0,0,3,1,1,0,0,0,0,1,0,31,40,62,70,25,40,16259,65823,40,25,45888,57088,1,3,363286,642189,0,60,85,77,18196,30188,67988,89202,427,472,91,138,1.4499999999999995,-0.75,-1.95,0.5,-76.2,169.05,214.25000000000009,-220.5,-38.950000000000024,-262.65,-38.25,75.55000000000003,Gnar,Viego,Fizz,Shaco,8,5,6,9,Fighter,Assassin,Assassin,Assassin,Kled,Graves,Diana,Bard,7,3,4,9,Fighter,Marksman,Fighter,Support
0,1960,CLASSIC,0,1,1,4,1,0,0,0,0,0,1,1,49,64,72,75,35,34,27978,61849,34,35,62296,60096,2,6,511382,580192,8,5,161,174,25074,53547,93687,105119,573,560,175,110,1.5666666666666664,1.75,0.0,0.0,-649.9333333333333,-37.21666666666667,0.0,0.0,32.79999999999999,32.41666666666666,0.0,0.0,Fizz,Rammus,,Pyke,6,5,0,7,Assassin,Tank,,Support,Zac,Nautilus,Veigar,Kaisa,8,6,7,6,Tank,Tank,Mage,Marksman
0,1925,CLASSIC,0,1,3,1,0,1,0,0,0,0,0,1,29,51,72,79,21,35,43267,57422,37,21,54565,64367,2,3,651943,664819,23,13,79,109,26434,43852,82788,89876,670,630,151,174,2.1333333333333333,0.23333333333333325,2.2,-3.6,138.86666666666665,-227.73333333333332,-138.9333333333333,167.5666666666667,-40.6,-47.1,-13.866666666666696,-184.2,Gnar,MasterYi,Orianna,Vayne,8,4,7,8,Fighter,Assassin,Mage,Marksman,Shen,Hecarim,TwistedFate,Swain,4,6,9,8,Tank,Fighter,Mage,Mage
1,1615,CLASSIC,1,0,4,0,2,0,1,1,1,1,1,1,60,21,71,63,35,16,87984,18130,16,35,57742,42117,6,3,556175,397975,22,0,143,86,26585,21200,78937,57124,531,510,141,92,0.4500000000000006,0.1,0.0,0.15000000000000013,126.3,-25.549999999999986,-554.15,48.69999999999993,-52.05,91.15,-89.70000000000002,156.35000000000005,Gnar,Udyr,Malzahar,Thresh,8,7,6,7,Fighter,Fighter,Mage,Support,Kayle,Rammus,Viego,Xayah,7,5,5,5,Fighter,Tank,Assassin,Marksman
0,1389,CLASSIC,0,0,2,2,0,1,0,0,1,0,0,0,20,38,56,63,13,25,12674,50411,25,13,33878,45666,0,3,323049,436877,4,19,90,53,28895,26328,45583,63958,441,459,104,80,-0.19999999999999973,0.05000000000000002,-2.45,1.6,251.75000000000009,109.55,-150.39999999999995,54.30000000000001,-87.74999999999999,-94.7,-30.10000000000001,-20.20000000000003,Gnar,Rengar,Yone,Soraka,8,8,8,3,Fighter,Assassin,Assassin,Support,MonkeyKing,Olaf,Irelia,Seraphine,3,3,5,0,Fighter,Fighter,Fighter,Mage
0,1573,CLASSIC,0,1,0,3,0,2,0,1,0,0,0,0,20,49,63,72,16,33,23203,74321,33,16,42958,53442,1,5,457664,537578,1,12,111,166,31641,27742,55201,79424,550,533,112,126,0.0,0.0,0.6000000000000001,-1.2999999999999998,0.0,0.0,4.650000000000013,146.95,0.0,0.0,-28.049999999999986,-86.94999999999996,Gnar,Warwick,Viktor,Jhin,8,3,9,6,Fighter,Fighter,Mage,Marksman,,Heimerdinger,Lux,Nautilus,0,8,5,6,,Mage,Mage,Tank
0,921,CLASSIC,0,0,0,1,0,0,0,0,0,0,0,0,3,9,43,51,3,14,1822,16006,14,3,19328,29943,0,0,150478,283923,0,8,56,49,6841,15321,14206,25788,263,389,30,51,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
1,961,CLASSIC,0,0,2,0,0,1,0,1,1,0,0,1,37,4,50,44,26,7,20885,12613,7,26,33308,23769,2,0,234775,191754,12,4,79,73,13914,11563,44862,24820,295,282,57,38,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
0,1313,CLASSIC,0,0,0,3,0,1,0,1,0,0,0,0,24,26,56,62,14,25,17219,43271,25,14,34619,44157,1,5,286887,411979,0,19,71,85,19190,21543,41008,57910,386,474,53,74,-3.6,-0.3499999999999999,-2.45,0.6499999999999997,165.25,-94.70000000000003,194.0,277.70000000000005,-131.29999999999998,-126.4,-152.60000000000005,-68.80000000000001,Yorick,Taliyah,Vladimir,MissFortune,6,5,7,1,Fighter,Mage,Mage,Marksman,Gnar,Diana,Kayle,Janna,8,4,7,7,Fighter,Fighter,Fighter,Support
1,1481,CLASSIC,0,0,3,0,0,1,0,1,1,1,0,1,52,14,67,58,38,13,56560,12232,14,38,51885,39249,5,1,509859,380516,26,0,91,73,36419,16682,74053,56233,506,444,128,86,0.20000000000000015,0.4,3.4000000000000004,-0.6499999999999999,376.2,-108.8,-400.25,36.35000000000002,-25.84999999999998,126.9,161.39999999999995,-25.549999999999986,Gnar,Viego,Viktor,Jhin,8,5,9,6,Fighter,Assassin,Mage,Marksman,Malzahar,MasterYi,TwistedFate,MissFortune,6,4,9,1,Mage,Assassin,Mage,Marksman
1,1893,CLASSIC,0,1,3,2,0,1,0,1,1,1,0,1,51,28,74,71,30,21,48003,45810,21,30,59043,51388,4,2,638080,544134,37,16,113,65,55644,31991,83056,89190,622,525,131,117,1.5666666666666669,-0.5333333333333333,2.7,-0.4,120.90000000000002,31.866666666666674,55.7333333333333,-13.666666666666643,48.83333333333332,-43.46666666666667,44.43333333333334,67.43333333333334,Gnar,Hecarim,Anivia,Yuumi,8,6,10,2,Fighter,Fighter,Mage,Support,MonkeyKing,Nidalee,Evelynn,Jhin,3,8,10,6,Fighter,Assassin,Assassin,Marksman
0,1621,CLASSIC,0,1,0,4,0,2,0,1,0,0,0,1,12,48,65,70,15,30,29573,69871,30,15,47414,50605,2,2,577794,508042,13,7,88,69,24134,43163,63436,73755,618,513,128,124,2.0000000000000004,-0.14999999999999994,0.0,0.0,-363.05,-131.45000000000005,0.0,0.0,30.14999999999999,-57.35,0.0,0.0,Gnar,Udyr,Swain,Jinx,8,7,8,6,Fighter,Fighter,Mage,Marksman,Renekton,Olaf,Annie,Tristana,3,3,6,4,Fighter,Fighter,Mage,Marksman
1,2505,CLASSIC,1,2,4,2,0,1,1,0,1,1,0,1,66,70,86,89,43,38,79689,80657,38,43,77696,83302,7,5,979440,1094336,35,10,136,180,89058,57901,178343,169985,738,844,182,266,0.4999999999999997,-0.07500000000000001,-0.95,-1.4499999999999995,-26.800000000000026,6.750000000000013,24.574999999999967,-29.925000000000054,30.424999999999986,-37.44999999999999,-13.0,-144.4,Yorick,Kayn,Veigar,Galio,6,8,7,5,Fighter,Fighter,Mage,Tank,Nasus,Pantheon,Malzahar,Kaisa,6,4,6,6,Fighter,Fighter,Mage,Marksman
0,2437,CLASSIC,0,1,3,3,0,1,0,0,0,0,0,1,79,95,86,89,50,50,43990,73782,50,50,78518,80090,3,7,904285,934801,39,19,204,207,40235,58793,166818,187150,719,744,248,152,0.3250000000000004,-0.5,-0.4500000000000001,-0.049999999999999815,709.4,60.824999999999925,-302.475,-318.55,49.05000000000002,-30.200000000000006,-17.774999999999984,-129.04999999999995,Sion,Hecarim,Ahri,Pyke,5,6,5,7,Tank,Fighter,Mage,Support,Yone,LeeSin,Kassadin,Leona,8,6,8,4,Assassin,Fighter,Assassin,Tank
0,1584,CLASSIC,0,1,2,2,1,0,0,0,0,0,1,1,26,33,66,69,23,26,27762,68178,26,23,47912,50652,5,0,445599,551765,0,24,72,93,33000,27323,69108,79369,550,507,142,113,0.0,1.35,0.0,0.3500000000000005,0.0,-200.35,0.0,297.05,0.0,-10.200000000000003,0.0,3.099999999999966,,DrMundo,Camille,Vayne,0,5,4,8,,Fighter,Fighter,Marksman,Nasus,Gragas,Yasuo,Seraphine,6,5,10,0,Fighter,Fighter,Fighter,Mage
1,1846,CLASSIC,0,0,4,1,0,1,0,1,1,1,0,1,40,21,72,65,36,17,46763,24225,17,36,58784,48222,5,1,608584,479563,44,4,127,95,51681,39891,108595,75954,575,543,162,132,-1.2666666666666666,1.8503717077085938e-17,-1.2,3.566666666666667,38.23333333333331,-89.69999999999996,-57.49999999999999,-419.26666666666665,-7.466666666666678,58.23333333333337,45.0,250.96666666666667,Ornn,Kayn,Zoe,MissFortune,5,8,5,1,Tank,Fighter,Mage,Marksman,Gangplank,Pantheon,Seraphine,Vayne,9,4,0,8,Fighter,Fighter,Mage,Marksman
1,983,CLASSIC,0,0,2,0,1,0,0,0,1,0,1,1,28,10,52,46,28,10,35104,5056,10,28,37397,25850,1,0,278917,193672,21,4,57,49,14307,11048,45903,28241,318,305,56,39,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
0,914,CLASSIC,0,0,1,1,0,0,0,0,1,0,0,0,10,11,43,47,6,16,6967,21688,16,6,21147,31077,0,0,161686,242071,0,15,48,50,10687,14434,24555,31062,241,361,42,42,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
1,1757,CLASSIC,0,0,3,0,1,0,0,1,1,1,1,1,65,30,73,68,40,26,41674,14576,26,40,57016,48773,2,5,508515,509672,39,4,150,96,45136,25885,99937,82425,497,544,118,91,0.15000000000000013,0.45,0.0,0.0,287.35,-256.55000000000007,0.0,0.0,19.950000000000006,121.95000000000002,0.0,0.0,Renekton,Nidalee,Ashe,,3,8,4,0,Fighter,Assassin,Marksman,,Akali,Ekko,Pantheon,Jhin,7,8,4,6,Assassin,Assassin,Fighter,Marksman
1,638,CLASSIC,0,0,1,0,1,0,0,1,1,0,1,1,7,4,35,31,7,4,17403,1796,4,7,18050,15058,0,1,120852,96025,0,4,22,47,7408,5397,12794,12103,187,145,27,27,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
0,2005,CLASSIC,0,1,1,4,2,0,0,0,0,0,1,0,35,64,73,77,36,51,36627,66791,51,36,58642,64042,9,5,589401,554844,16,6,115,236,43313,23880,100298,121312,477,491,119,82,1.8333333333333333,-0.3666666666666667,-0.8000000000000002,-1.0666666666666669,-34.96666666666668,110.09999999999997,332.8333333333333,27.099999999999934,-18.83333333333333,-93.66666666666669,-2.0000000000000284,-112.40000000000002,Kayle,LeeSin,Katarina,Lux,7,6,8,5,Fighter,Fighter,Assassin,Mage,Chogath,Rammus,Anivia,Heimerdinger,5,5,10,8,Tank,Tank,Mage,Mage
0,1301,CLASSIC,0,0,0,1,0,2,0,0,0,0,0,0,15,37,55,61,9,24,14370,43889,24,9,32589,42005,0,2,318960,400720,0,4,67,95,22917,25900,38069,57219,412,450,86,68,-0.4499999999999997,0.5,-2.55,0.55,90.45000000000003,-79.64999999999998,265.54999999999995,412.25,-98.35000000000002,-19.94999999999999,-128.45,-59.49999999999999,Garen,Ekko,Pantheon,Lucian,5,8,4,6,Fighter,Assassin,Fighter,Marksman,Darius,Udyr,Xerath,Senna,2,7,8,7,Fighter,Fighter,Mage,Marksman
1,1539,CLASSIC,1,0,2,1,1,0,1,1,0,1,1,1,40,26,69,61,27,19,61875,14987,19,27,51716,43056,6,1,510175,419233,25,12,72,76,27738,26904,75512,60897,500,513,137,121,0.4500000000000004,-0.4,0.25,-1.4,-299.05000000000007,-366.95,372.0,121.54999999999997,19.650000000000006,84.5,43.100000000000016,4.899999999999963,Garen,Vi,Katarina,Nami,5,4,8,5,Fighter,Fighter,Assassin,Support,Aatrox,Nunu,Diana,Jhin,4,4,4,6,Fighter,Tank,Fighter,Marksman
1,2233,CLASSIC,1,1,3,3,2,0,0,0,1,0,1,0,64,37,88,85,51,39,86376,73411,39,51,78972,73943,3,4,953814,867643,7,26,126,134,54914,36155,152968,114998,801,803,166,166,0.9499999999999996,0.75,-3.05,1.8500000000000003,-198.90000000000006,175.275,-747.1000000000001,173.47500000000008,48.899999999999984,3.0999999999999797,-111.40000000000002,156.0249999999999,Fiora,Viego,Xerath,Zyra,3,5,8,7,Fighter,Assassin,Mage,Mage,Garen,Elise,Irelia,Lux,5,9,5,5,Fighter,Mage,Fighter,Mage
0,1353,CLASSIC,0,0,0,3,1,1,0,1,0,0,0,0,48,36,60,65,23,35,9407,64252,35,23,40928,50068,0,7,356828,463208,12,21,74,112,12698,24864,61400,62480,430,476,99,93,-1.9,1.05,0.4,-1.6,-243.85,-359.59999999999985,-181.6,7.0000000000000275,-90.40000000000002,-7.300000000000012,-53.55,-104.50000000000007,Jayce,Graves,Syndra,Caitlyn,7,3,8,6,Fighter,Marksman,Mage,Marksman,Garen,Olaf,Leblanc,Jhin,5,3,9,6,Fighter,Fighter,Assassin,Marksman
1,1180,CLASSIC,0,0,2,0,2,0,0,0,1,1,1,1,44,9,60,51,43,14,58003,10205,14,43,47293,34396,5,0,522194,276816,33,0,79,68,15856,15343,69936,41338,376,382,76,48,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,0,0,0,0,,,,,,,,,0,0,0,0,,,,
0,1944,CLASSIC,0,1,1,4,1,1,0,1,1,0,1,1,35,56,74,81,20,37,26515,88540,37,20,57907,64340,1,4,734179,779120,8,20,122,127,36879,65300,95138,102969,768,701,154,103,-0.3,0.3333333333333333,0.0,0.0,-19.399999999999977,-368.4666666666667,0.0,0.0,-43.56666666666666,-161.23333333333338,0.0,0.0,Garen,Kindred,Ryze,Samira,5,4,7,6,Fighter,Marksman,Mage,Marksman,Volibear,Hecarim,Ekko,Thresh,3,6,8,7,Fighter,Fighter,Assassin,Support
1,1489,CLASSIC,1,0,3,0,1,0,1,1,1,1,1,0,40,15,71,64,34,20,66313,17912,20,34,57093,44750,5,1,563888,445823,20,28,70,71,24336,20958,77988,60013,578,531,99,61,0.4499999999999997,0.4,-1.05,0.4999999999999996,373.65,63.35,-326.65,-316.5,69.54999999999995,56.55000000000001,-171.0,135.89999999999995,Illaoi,Lillia,Orianna,Pyke,4,8,7,7,Fighter,Fighter,Mage,Support,Yone,Udyr,Yasuo,Sett,8,7,10,2,Assassin,Fighter,Fighter,Fighter
1,1386,CLASSIC,1,0,4,0,1,0,1,0,1,1,1,1,33,27,69,61,42,21,64365,8132,21,42,54798,39637,8,0,458144,364133,13,12,52,91,33232,15775,72730,64112,528,410,80,78,2.6,1.15,1.7999999999999998,-0.34999999999999964,-27.89999999999999,-20.850000000000012,206.55,-220.1,83.8,-38.90000000000001,142.2,-18.05000000000001,Mordekaiser,Udyr,Viego,Kaisa,4,7,5,6,Fighter,Fighter,Assassin,Marksman,Camille,Elise,Yone,Swain,4,9,8,8,Fighter,Mage,Assassin,Mage
0,1300,CLASSIC,0,0,1,2,1,1,0,1,0,0,1,0,14,39,52,60,9,23,19832,47344,23,9,31917,46144,1,4,283122,406234,0,10,72,81,9414,20119,31569,46531,433,466,76,93,-1.85,0.2500000000000001,-0.8499999999999999,0.4000000000000004,80.90000000000002,72.45000000000005,-5.649999999999992,83.25000000000007,-147.3,-108.75,-86.30000000000003,-144.3000000000001,LeeSin,Poppy,Azir,Thresh,6,6,9,7,Fighter,Tank,Mage,Support,Yasuo,Skarner,Viktor,Jhin,10,5,9,6,Fighter,Fighter,Mage,Marksman
0,2174,CLASSIC,1,0,1,4,2,0,1,1,0,1,1,1,24,47,81,84,30,42,68903,73536,42,30,67862,74815,3,2,750129,904289,22,22,80,114,41771,49136,101835,126875,728,800,121,207,-1.1249999999999998,1.45,-0.2500000000000001,-2.875,662.4749999999998,-385.5750000000001,297.325,-308.325,70.60000000000002,-15.850000000000028,22.024999999999984,-186.45000000000005,Renekton,Volibear,Fizz,Ezreal,3,3,6,7,Fighter,Fighter,Assassin,Marksman,Riven,Olaf,Zoe,Lucian,8,3,5,6,Fighter,Fighter,Mage,Marksman
1,2261,CLASSIC,1,1,4,1,0,2,0,1,1,1,0,0,65,57,82,77,39,35,65499,53887,36,39,75040,64604,5,2,760138,679195,24,9,175,274,45274,39070,138744,118109,680,621,224,155,0.0,-1.125,0.0,0.0,0.0,-113.34999999999997,0.0,0.0,0.0,33.175,0.0,0.0,,Volibear,Pyke,,0,3,7,0,,Fighter,Support,,Chogath,Amumu,,Leona,5,3,0,4,Tank,Tank,,Tank
